chunk,rule_number,section,article,text
61,Section 6,Section 6: Dual and Double Fouls,Article 3,"The penalties will be adjusted at the appropriate point of application of the first foul. If the first foul is UR or RP, the non-offending team shall have the option of adjusting the penalties at the appropriate point of application of the first or second foul."
61,Section 6,Section 6: Dual and Double Fouls,Article 4,"When a team has been guilty of two or more infractions on the same play, the non-offending team may take its choice of one of the penalties. If one of the fouls is UR or RP, Objectionable Conduct, or No Mouthguard, it shall be added to the penalty chosen, at the point of application of the penalty chosen. Where UR or RP occurs before a change of possession and another penalty such as Holding or Illegal Block occurs after the change of possession, if the UR or RP penalty is chosen to cancel the change of possession, the other penalties are not applied (except another UR or RP). If the other penalty is accepted, and the change of possession remains, the point of application is PBH, and the UR or RP penalty will be added to that penalty."
61,Rule 9,Miscellaneous,,Rule 9 Section 1 Article 1 Miscellaneous
62,Rule 9,Section 1,Article 1,Miscellaneous
62,Rule 9,Section 1,Article 1,Screening Screening is interference without direct contact.
62,Rule 9,Section 1,Article 2,Tackling Tackling is the act of grasping or encircling the ball carrier with the hands or arms.
62,Rule 9,Section 2,Article 1,"A team may interfere with the opponents anywhere within bounds after obtaining possession by legally recovering (a) an opponent’s fumble, (b) a dribbled ball, (c) a blocked kick, (d) a kick off, (e) a scrimmage kick, (f ) a return kick, or by (g) intercepting an opponent’s pass. Interference is restricted to at or above the waist. As soon as the ball has been touched by the opponents on a kick, or possession has changed on an intercepted pass, a blocked kick, or recovered fumble, the line of scrimmage and the neutral zone loses any significance, with respect to blocking above the waist restrictions."
62,Rule 9,Section 3,Article 1,"a) A player shall not interfere with an opponent attempting to recover a ball which is loose from a fumble, blocked kick, dribbled ball, or wild snap from centre. Penalty: Field of Play – Ball awarded to non -offending team at PF, automatic 1st down. End zone – Rule 8, Section 4, Articles 1-a-4, 1-b-5, 2-a-3 and 2-b-2. b) Players who make contact in a simultaneous and bona fide effort to recover the ball shall not be penalized for illegal interference."
62,Rule 9,Section 4,Article 1,Consecutive Downs «Consecutive» shall mean possession in a continuous series of downs on which the ball is in possession of one team.
62,Rule 9,Section 4,Article 2,"Continuity Interrupted The continuity of downs is interrupted: a) When Team A gains the required distance for first down. b) When Team A fails on 3rd down to gain the required distance for 1st down. c) When Team B obtains possession of the ball – by recovering a fumble, intercepting a pass, by any other legal play, or by penalty (touching the ball is not possession). d) When there is a loose ball on a play from scrimmages, (e.g., fumble, blocked kick, etc.) and Team B dribbles the ball. e) When the ball is punted, drop kicked or place kicked over the line of scrimmage. A ball dribbled over the line of scrimmage by A does NOT interrupt the continuity of downs. Note: When the ball is kicked (but NOT dribbled) by Team A over the line of scrimmage and is legally recovered by Team A, before the ball has been touched by Team B across the line of scrimmage, 1st down is awarded to Team A only if the required distance for 1st down is gained. f ) When the ball is kicked out of bounds, strikes the opponent’s goal post assembly in flight on a kick from scrimmage, is blocked directly out of bounds by Team B, or is last touched by Team B before going out of bounds. g) When a score is made."
62,Rule 1,Section 4,Article 1,Recommendation to have 24 players It is recommended that Teams have a minimum of 24 players dressed to start the game.
62,Rule 1,Section 5,Article 2,Time stops For any game of less than 48 minutes it is recommended that time stops as the first down distance has been made. Time stops after the ball is dead.
63,Rule 1,Section 4,Article 1,Recommendation to have 24 players It is recommended that Teams have a minimum of 24 players dressed to start the game.
